State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,9/10/2020,-3.87,-18,-44.7,5.33,21.9,-13.1,-69,16.5,13.1
2500,9/10/2020,-3.52,-16.4,-20.4,2.07,18.8,-5.35,-68.9,17.7,16.5
3400,9/10/2020,-2.87,-15,-24,-3.71,6.61,-14.3,-49.1,9.96,13.2
3600,9/10/2020,-1.78,-16.9,-38.3,-0.571,13.1,-9.63,-56.5,13.3,13.4
4400,9/10/2020,-0.579,-22.5,-42.1,5.28,12.3,-16.4,7.09,15.7,18.7
900,9/11/2020,-3.56,-18.3,-43.3,5.81,21.4,-7.69,-70.8,16.9,14
2500,9/11/2020,-4.02,-17.9,-19.8,1.54,15.3,-3.03,-69.5,15.3,15.1
3400,9/11/2020,-3.41,-15.3,-27.1,-2.44,4.58,-14.2,-49.6,9.36,14
3600,9/11/2020,-0.957,-16.1,-41.4,0.636,12.5,-7.18,-56.7,13.4,14.2
4400,9/11/2020,2.14,-21.3,-42.6,-3.96,14.9,-19.6,10,16.3,17.5
900,9/12/2020,-3.59,-18.8,-44.2,7.12,19,-6.77,-71,16.4,14.7
2500,9/12/2020,-3.7,-15.8,-21.4,2.27,15.7,-1.02,-67.5,16.6,17.4
3400,9/12/2020,-2.67,-13.4,-28.9,1.07,4.83,-12.6,-50.8,10.6,16.2
3600,9/12/2020,-0.6,-14.3,-42.7,0.692,12.7,-6.52,-57.9,13.6,14.5
4400,9/12/2020,0.899,-23.7,-9.23,-1.34,15,-22.7,-18.2,16,17.3
900,9/13/2020,-4.34,-19.9,-48.5,5.29,18.2,-8.19,-71.6,14.4,11.9
2500,9/13/2020,-3.43,-17,-23.4,4.58,17.5,-3.57,-68.8,17.5,17.4
3400,9/13/2020,-3.37,-13.8,-30.9,0.972,5.96,-13.4,-51.4,10.5,14.8
3600,9/13/2020,-1.44,-15.5,-43.5,0.493,14.4,-9.4,-59.1,13.6,12.9
4400,9/13/2020,1.03,-27.9,-10.1,0.986,16.9,-25.9,-22.1,15.8,14.9
900,9/14/2020,-4.05,-22.2,-52.2,5.04,19.2,-6.19,-71.5,15.5,13.2
2500,9/14/2020,-2.83,-18.5,-23.6,7.36,16.8,-0.854,-68.5,17.3,17.9
3400,9/14/2020,-3.98,-16.1,-29,2.21,5.06,-12.7,-50.1,10.5,15.8
3600,9/14/2020,-1.52,-16.7,-44.9,3.74,13.5,-8.76,-58.6,13.8,14.1
4400,9/14/2020,0.768,-30.8,-4.39,-6.05,11.9,-26.9,-22.4,16.6,23.8
900,9/15/2020,-5.35,-24.4,-55.1,4.68,16.4,-4.87,-73,14.5,13.3
2500,9/15/2020,-2.22,-19.9,-23,12.6,16.1,-1.77,-70.7,18.2,20.6
3400,9/15/2020,-3.78,-18.2,-27,3.58,4.71,-9.78,-49,10.5,16.1
3600,9/15/2020,-0.947,-18,-44.2,4.7,12.9,-5.67,-58.7,13.6,14.3
4400,9/15/2020,-1.56,-32.4,0.193,-2.29,6.37,-27.9,-59,15.2,28
900,9/16/2020,-6.26,-25.1,-54.4,5.68,14.7,-3.63,-73.5,14.3,14.2
2500,9/16/2020,-2.15,-18.7,-23.8,15.8,15.2,-2.45,-71.7,18.5,22.2
3400,9/16/2020,-3.91,-18.1,-26.6,5.6,4.71,-11.5,-50,11.3,17.6
3600,9/16/2020,-1.69,-17.8,-46.4,5.61,12.2,-8.79,-57.3,13.5,14.7
4400,9/16/2020,0.228,-32.8,11.8,0.0981,2.7,-28.9,-69.2,16.1,35.4
900,9/17/2020,-6.07,-24.6,-53.6,4.06,13.8,-3.45,-71.1,13.8,13.8
2500,9/17/2020,-1.12,-19.3,-27.5,17.4,16.3,-1.45,-69.8,20.1,24.1
3400,9/17/2020,-3,-18.4,-25.5,8.25,6.11,-8.69,-49,12.5,18.7
3600,9/17/2020,-1.67,-18,-46.3,6.16,13.1,-8.98,-58.8,14.3,15.3
4400,9/17/2020,2.24,-34.1,8.95,0.342,3.08,-29.9,-59.6,15.5,31.8
900,9/18/2020,-6.01,-25,-55.8,5.1,13.8,-7.17,-70.1,13.8,14
2500,9/18/2020,-0.366,-20.5,-27.7,20.2,17.1,-4.13,-68.5,22.3,27.9
3400,9/18/2020,-1.81,-18.1,-21.8,10,7.22,-8.1,-48.3,13.6,19.6
3600,9/18/2020,-0.97,-18.5,-42.7,8.08,13.6,-10.1,-59.2,15.7,17.4
4400,9/18/2020,0.281,-30.5,12.3,6.86,1.52,-30.9,-51.7,16.1,34.9
900,9/19/2020,-5.21,-24.8,-55.5,6.61,14.7,-2.79,-70.1,14.6,14.5
2500,9/19/2020,1.73,-20.2,-27.9,22.2,17.9,-2.14,-69,23.2,29
3400,9/19/2020,-1.24,-18.9,-19.5,11.4,6.7,-7.62,-47.8,14.2,21.4
3600,9/19/2020,-0.0153,-19.4,-42.3,10.7,14.5,-9.29,-59.8,16.7,18.6
4400,9/19/2020,-0.351,-29.7,-26.8,5.61,-0.0575,-31.9,-28.3,13.2,29.3
900,9/20/2020,-4.45,-24.1,-49,10,16.6,-5.83,-70.4,16.4,16.3
2500,9/20/2020,2.27,-19.9,-27.2,22.8,19.3,3.64,-68.3,24,29
3400,9/20/2020,-0.703,-19.5,-18.9,13.8,6.81,-6.29,-48.3,15.3,23.5
3600,9/20/2020,0.582,-20,-41.8,11.9,14.3,-7.89,-61,17.4,20.1
4400,9/20/2020,0.565,-28.5,-36.1,9.48,4.36,-32.9,-27.8,16.1,29.5
900,9/21/2020,-3.92,-23.8,-48.2,11.1,17.7,-7.75,-71,17.4,17.2
2500,9/21/2020,1.84,-20.9,-28.5,23.3,19.9,1.24,-68.4,25.4,31.3
3400,9/21/2020,0.0211,-19.9,-18.8,15.5,8.04,-4.39,-49.9,16.5,24.7
3600,9/21/2020,0.834,-20.4,-41.1,11.5,14.6,-6.18,-61.7,17.6,20.1
4400,9/21/2020,2.08,-28.3,-38.8,27.9,8.3,-31.9,-29.6,17.7,28.5
900,9/22/2020,-2.51,-24.4,-42.7,13.8,17.8,-9.16,-68.9,19,19.8
2500,9/22/2020,1.59,-20.7,-31.1,22.6,19.8,3.88,-66.4,24.7,30
3400,9/22/2020,-0.103,-20.2,-20,16.5,8.33,-5.08,-48.2,17,25.3
3600,9/22/2020,0.5,-20.8,-43.1,13.1,15.2,-7.83,-60.3,18.4,21.1
4400,9/22/2020,0.125,-27.6,-48,23,8.93,-30.9,-27.6,15.7,23.5
900,9/23/2020,-0.532,-23.9,-41.5,14.2,20.2,-14,-67.5,20.9,21.3
2500,9/23/2020,2.5,-20.6,-28.9,22.8,19.6,2.14,-65,25,30.7
3400,9/23/2020,0.0195,-20.7,-20.4,15.2,7.97,-0.75,-46.1,16.3,24.3
3600,9/23/2020,1.61,-20.9,-43.1,13.2,16.8,-1.24,-60.1,19.3,21.5
4400,9/23/2020,1.33,-27.7,-58.3,32.3,12.4,-29.9,-23,19.5,27.6
900,9/24/2020,0.215,-24.2,-41.5,16.9,22.2,-16.5,-67.6,23.1,23.7
2500,9/24/2020,2.85,-19.1,-27.2,20.2,19.8,-0.903,-63.2,25.6,31.8
3400,9/24/2020,-0.0634,-21.1,-20.6,14.1,8.06,-1.78,-46.4,16.5,24.4
3600,9/24/2020,1.87,-20.9,-42,14.2,15.6,-3.13,-59.4,19.4,22.7
4400,9/24/2020,-0.955,-27.3,-58.4,28,12.7,-28.9,-46,18.1,24.6
900,9/25/2020,0.511,-23.8,-42.2,16.6,22.3,-14.4,-67.4,23.4,24.2
2500,9/25/2020,2.8,-17.4,-29.1,16.1,20.8,6.15,-62.7,24.9,29
3400,9/25/2020,-0.625,-21.3,-23.1,11.7,7.52,-0.843,-46.9,15.3,22.6
3600,9/25/2020,1.4,-21.1,-44.1,12.7,15.5,-0.734,-60.1,18.2,20.5
4400,9/25/2020,-1.13,-26.9,-57.5,19.5,11,-27.9,-57.1,14.2,18
900,9/26/2020,0.528,-22.6,-38,16.7,22.3,-17.8,-66.3,23.3,24.1
2500,9/26/2020,2.53,-17.5,-27.7,14.9,20.6,4.08,-63.8,24,27.4
3400,9/26/2020,-0.931,-20.9,-24.6,9.71,8.49,-1.62,-46.7,14.7,20.6
3600,9/26/2020,0.389,-21.7,-43.3,9.91,14.5,-1.72,-58.8,16.4,18.1
4400,9/26/2020,-3.04,-29.1,-64.8,10.3,16.3,-26.9,-64.7,14.4,12.7
900,9/27/2020,-0.89,-24.2,-39.5,13.5,19.1,-17,-64.2,20.4,21.2
2500,9/27/2020,1.49,-18.8,-26.8,12.3,18.8,0.376,-63,22.9,27.2
3400,9/27/2020,-1.23,-20.3,-22.6,8.84,7.46,-4.67,-45.1,13.3,18.8
3600,9/27/2020,0.003,-20.8,-43.2,9.19,13.5,-3.29,-57.3,15.2,16.6
4400,9/27/2020,-5.05,-30.4,-67,1.97,10.1,-25.9,-61.9,9.59,9.4
900,9/28/2020,-1.24,-24.4,-37.9,12.8,19.6,-19.3,-64.1,19.5,19.5
2500,9/28/2020,0.977,-18.5,-28.1,9.04,19.3,-2.33,-61.7,22.5,25.7
3400,9/28/2020,-1.85,-19.7,-22.4,7.78,7.14,-7.83,-43.2,12.8,18.1
3600,9/28/2020,-0.675,-19.8,-43,7.82,13.8,-8.19,-55.8,15.1,16.1
4400,9/28/2020,-6.79,-28.6,-66.7,-16,7.97,-23,-63.7,6.24,4.62
900,9/29/2020,-2.54,-24.6,-40.8,9.74,20.2,-20.1,-62.6,18,16.5
2500,9/29/2020,0.597,-18.5,-29.2,5.62,19,-4.83,-61.7,22.3,25.7
3400,9/29/2020,-2.56,-20.4,-22.8,5.73,6.61,-7.96,-45.7,11.9,17
3600,9/29/2020,-1.4,-20.4,-42.3,5.43,13.2,-7.98,-56.8,13.4,13.4
4400,9/29/2020,-3.93,-28.1,-60.3,-15.7,12.2,-20.1,-66.6,7.42,2.69
900,9/30/2020,-4.14,-26.1,-43.3,8.54,17.6,-12.3,-62.1,16.4,15.6
2500,9/30/2020,-0.898,-19.6,-36.6,1.83,18.9,-3.93,-61.3,20,21.1
3400,9/30/2020,-2.45,-20.5,-22.4,5.34,6.78,-7.06,-46.5,11.7,16.3
3600,9/30/2020,-2.46,-21.5,-41.1,2.93,11.4,-8.81,-56.4,11.5,11.5
4400,9/30/2020,-6.17,-26.7,-65.2,-22.3,7.42,-17.2,-57.4,1.42,-4.04
900,10/1/2020,-4.38,-25.1,-41.6,4.99,16.4,-10.5,-61.9,14.2,12.7
2500,10/1/2020,-1.74,-19.9,-38.7,1.1,18.6,-2.36,-62.1,18.2,17.7
3400,10/1/2020,-2.43,-19.9,-25.8,5.94,5.93,-8.18,-45.9,11.6,16.9
3600,10/1/2020,-2.41,-21.2,-42.5,1.65,12,-6.53,-55,11.4,10.9
4400,10/1/2020,-2.23,-26.5,-61.4,-16.6,7.27,-14.3,-50.8,6.16,5.59
900,10/2/2020,-4.64,-24.9,-42.5,5.23,16.6,-11.7,-62.4,13.5,11.3
2500,10/2/2020,-1.69,-19.8,-38,3.76,19.5,-5.83,-60.2,19,18.5
3400,10/2/2020,-1.84,-19.6,-26.5,7.88,6.84,-8.8,-45.8,13,18.8
3600,10/2/2020,-2.69,-20.9,-41.4,1.85,12.5,-7.33,-54.5,11.4,10.5
4400,10/2/2020,-0.722,-26.3,-63.3,-14.5,11.7,-11.4,-47.8,10.7,10.4
900,10/3/2020,-5.02,-24.8,-43.5,4.75,15.6,-10.4,-61.5,12.6,10.5
2500,10/3/2020,-2.42,-19.3,-38.1,3.13,19.4,-2.38,-58.1,17.3,15
3400,10/3/2020,-1.49,-19.3,-25.5,9.16,6.23,-7.86,-45.6,13.2,19.8
3600,10/3/2020,-1.95,-19.6,-41.3,3.76,12.8,-6.26,-53.2,13.2,13.5
4400,10/3/2020,-2.79,-28.5,-58.2,-14.1,-8.26,-8.48,-39.6,3.18,16
900,10/4/2020,-3.24,-23.1,-43,4.72,18.4,-8.04,-63.1,15.7,13.8
2500,10/4/2020,-1.84,-18.7,-39.5,3.74,20.7,-1.6,-57.1,18.2,15.8
3400,10/4/2020,-1.05,-18.6,-25.9,8.39,7.49,-6.62,-46,14.2,20.7
3600,10/4/2020,-0.969,-19,-40.4,3.51,14.1,-5.61,-52.9,14.4,14.6
4400,10/4/2020,-1.06,-25.8,-55.5,-11.3,-7.77,-5.58,-29.1,4.59,18.2
900,10/5/2020,-3.47,-23.4,-42.1,2.7,17.8,-8.67,-62,14.7,12.5
2500,10/5/2020,-1.12,-19.1,-40.4,3.09,21.4,3.63,-57.1,17.8,14.2
3400,10/5/2020,-0.188,-18.6,-26.1,7.21,7.64,-4.43,-44.9,13.9,19.9
3600,10/5/2020,-0.255,-20.2,-41.3,2.97,14.3,-1.95,-51.8,14.4,14.4
4400,10/5/2020,-0.171,-23.4,-47.4,-10.9,-2.85,-5.54,-31.4,4.49,12.4
900,10/6/2020,-2.66,-23.2,-41.8,3.72,19.3,-6.56,-63.4,15.8,13.5
2500,10/6/2020,-1.13,-19,-39.2,4.68,22.2,2.05,-57.3,17.8,13.3
3400,10/6/2020,0.773,-17.5,-25,9.38,9.45,-4.58,-44.4,15.4,21.1
3600,10/6/2020,0.544,-19.4,-40.5,3.7,15.6,-0.306,-51.3,15.5,15.5
4400,10/6/2020,-2.03,-25,-42.7,-10.5,-5.51,-5.5,-22.6,3.98,14.6
900,10/7/2020,-1.97,-22.3,-41.1,4.15,21,-8.81,-65.1,16.1,12.9
2500,10/7/2020,-1.3,-20.8,-36.5,6,22.8,4.97,-57.9,18.3,13.8
3400,10/7/2020,0.0657,-17.3,-25.5,9.66,9.7,-7.65,-45.1,15.6,21.2
3600,10/7/2020,0.176,-19.2,-42,3.97,16.2,-0.464,-51.8,15.6,15.1
4400,10/7/2020,-3.55,-32.7,-37.2,-5.66,-3.9,-5.47,-47.1,5.9,17
900,10/8/2020,-1.93,-22.9,-40.9,5.19,21.9,-8.86,-63.8,17.2,14.1
2500,10/8/2020,-1.9,-20.9,-35.6,6.34,23.8,1.34,-59.8,18,12.1
3400,10/8/2020,0.225,-17.7,-20.8,9.34,10.3,-7.68,-45.7,15.8,21
3600,10/8/2020,0.286,-18.9,-41.4,3.88,15.6,1.13,-53.6,15,14.5
4400,10/8/2020,-6.6,-36.3,-40,-18.5,-6.22,-5.43,-42.5,-1.24,4.13
900,10/9/2020,-0.344,-23.4,-40.2,5.56,23.2,-4.96,-63.8,18.6,15.5
2500,10/9/2020,-1.05,-21.5,-38.7,5.49,24.2,3.92,-61.2,18.8,13.3
3400,10/9/2020,-0.0695,-17.5,-18,8.34,10.1,-5.59,-45.6,14.7,19.2
3600,10/9/2020,1.33,-19.8,-44,4.39,16.3,4.98,-50.9,15.8,15.4
4400,10/9/2020,-6.13,-38,-20,-10.5,-9.71,-5.39,-29.2,-2.71,5.39
900,10/10/2020,-1.18,-24.8,-41.9,3.55,22.1,-2.26,-64.9,16.3,12.6
2500,10/10/2020,-1.6,-22.3,-38.1,4.41,22.6,-1.23,-63.3,18.6,14.7
3400,10/10/2020,-0.791,-17.2,-19.5,6.88,10.1,-4.16,-45.1,13.4,16.7
3600,10/10/2020,0.363,-20.2,-44,1.82,15.9,5.24,-51.8,13.7,11.9
4400,10/10/2020,-0.0798,-35.9,-15.7,-4.66,6.76,-5.36,-20.6,7.34,7.88
900,10/11/2020,-1.84,-25.1,-42,3.55,19.4,-3.4,-62.4,13.7,9.95
2500,10/11/2020,-0.883,-20.5,-35.5,5.24,22.1,-1.8,-63.5,18.7,15.3
3400,10/11/2020,-1.02,-17.9,-20.9,7.43,9.18,-3.47,-44.9,13.1,16.9
3600,10/11/2020,-0.8,-21.2,-44.9,1.1,14.8,3.99,-51.6,12.6,10.8
4400,10/11/2020,-0.503,-39.8,-26.3,-5.52,6.65,-5.32,-21.8,8.33,10
900,10/12/2020,-0.663,-25.6,-49.4,5.91,21.2,1.56,-61.2,14.9,10.8
2500,10/12/2020,-2.36,-23.4,-37.5,3.74,22.9,0.0039,-63.4,17.7,12.6
3400,10/12/2020,-2.21,-21.8,-25.8,5.09,8.05,-0.0629,-44.2,10.8,13.6
3600,10/12/2020,-2.38,-24.2,-46.3,-2.73,13.6,5.6,-54.8,10.7,8.42
4400,10/12/2020,-10.7,-46.9,-52.8,-20.9,-6.94,-0.48,-13.8,-2.62,1.7
900,10/13/2020,-1.61,-26.4,-42.9,4.94,19,-1.39,-61.8,13.4,9.8
2500,10/13/2020,-1.57,-23.5,-36.5,3.59,22.1,7.9,-65.3,17,12
3400,10/13/2020,-1.22,-20.1,-23.2,6.14,8.56,-2.7,-45.6,12.1,15.5
3600,10/13/2020,-1.57,-22.9,-45.9,-0.573,14,0.824,-53.4,12.2,10.9
4400,10/13/2020,-5.09,-42.2,-39.3,-19.8,0.484,4.36,-38.2,-0.438,-1.43
900,10/14/2020,1.76,-25.4,-44.2,4.91,20.9,1.72,-60.4,14.9,11.1
2500,10/14/2020,-0.516,-24.9,-35.2,1.68,17.7,17.1,-64.4,15.3,12.8
3400,10/14/2020,0.664,-21.8,-24.4,3.7,7.93,0.641,-43.7,10.7,13.4
3600,10/14/2020,0.488,-24.2,-44.8,-1.86,12.2,3.06,-53.4,11.5,10.9
4400,10/14/2020,-0.845,-38.2,-48.2,-24.2,0.849,9.2,-26.1,1.78,2.71
900,10/15/2020,-2.29,-27.5,-48.1,4.13,15.9,2.08,-64.1,12.3,9.99
2500,10/15/2020,0.394,-23.6,-36.5,6.42,19.6,10.1,-65,18.7,17.7
3400,10/15/2020,-0.312,-19.6,-25.6,6.3,7.36,0.424,-45.1,11.7,15.8
3600,10/15/2020,-0.682,-23.2,-42.9,1.65,12.3,-2.42,-54.5,12.8,13.3
4400,10/15/2020,-0.433,-35.5,-41.7,-10.9,2.78,14,-36.5,4.1,5.5
900,10/16/2020,-2.32,-27.1,-47.5,3.57,13.6,6.89,-63.5,11.5,10.1
2500,10/16/2020,-0.391,-23.5,-35.9,7.08,16.6,4.66,-63.7,17.1,17.6
3400,10/16/2020,-0.578,-20.5,-24.5,6.19,6.14,-0.262,-44.9,11.3,16.3
3600,10/16/2020,-1.28,-22.7,-42.2,1.41,11.4,-5.87,-56.4,12.1,12.7
4400,10/16/2020,0.344,-32.8,-58.9,-18.2,5.66,18.9,-34.1,2.67,0.357
900,10/17/2020,-0.449,-26.2,-46.6,7.36,15.9,6.92,-64.2,15.6,15.4
2500,10/17/2020,1.71,-22.5,-38.6,11.7,19.4,6.83,-54.4,19.7,20.1
3400,10/17/2020,0.0658,-21,-25.6,7.02,6.55,0.417,-46.1,12.2,17.6
3600,10/17/2020,-0.548,-22.6,-42.2,3.28,12,-4.63,-57.7,14,15.7
4400,10/17/2020,1.63,-31.3,-59.3,-15.6,10.6,23.7,-28.7,6.1,2.57
900,10/18/2020,0.558,-25.3,-46.7,8.75,17.9,6.78,-64.8,17.7,17.5
2500,10/18/2020,1.43,-22.8,-38.8,12.9,17.9,9.19,-54.2,18.7,19.4
3400,10/18/2020,0.195,-20.6,-25.9,6.58,6.35,1.36,-46,11.8,16.9
3600,10/18/2020,0.0011,-22.5,-42,5.01,12.2,-2.82,-57.8,14.6,16.7
4400,10/18/2020,2.46,-29.2,-67.6,-8.47,14.9,28.6,-37.3,10.8,7.58
900,10/19/2020,0.333,-24.5,-45.7,10.3,18,8.03,-64,18.3,18.6
2500,10/19/2020,1.52,-21.4,-35,13.8,19,13.3,-53.8,19.7,20.4
3400,10/19/2020,-0.325,-19.8,-24.5,5.65,6.12,1.32,-46.7,11.9,17.4
3600,10/19/2020,-0.351,-22.1,-41.9,6.57,12,-3.45,-59.2,14.9,17.4
4400,10/19/2020,-0.428,-31.9,-72.8,-7.69,11.6,18.3,-37.5,9.41,8.31
900,10/20/2020,-0.154,-23.6,-48.4,9.42,17,4.97,-64.9,18.1,18.8
2500,10/20/2020,1.6,-19.8,-37.7,16,16.2,1.7,-53.7,19.3,22.4
3400,10/20/2020,-0.236,-18.2,-22.4,6.57,5.35,3.82,-45.8,11.6,17.5
3600,10/20/2020,-0.283,-21.2,-41.2,6.82,10.7,-0.698,-58.7,14.5,17.7
4400,10/20/2020,0.109,-26.2,-72.5,4.08,12.2,-2.02,-41.5,12.8,14.4
900,10/21/2020,-1.57,-25.2,-49.5,9.45,16.9,-0.184,-64.8,18.2,19.1
2500,10/21/2020,1.06,-18.5,-38.9,14.1,16.9,-2.52,-53.9,19.6,22.3
3400,10/21/2020,-0.395,-18.7,-22.1,6.28,5.13,5.66,-45,11.6,17.8
3600,10/21/2020,-0.778,-22.2,-40.8,6.92,11.5,-1.04,-56.9,14.9,17.9
4400,10/21/2020,1.58,-25.6,-75.1,2.42,14.9,-15.7,-29.3,11.5,9.62
900,10/22/2020,-0.94,-22.5,-44.3,8.86,19.9,-1.46,-66.1,19.8,19.8
2500,10/22/2020,1.49,-17.7,-35.7,12.8,17.7,-2.93,-52.7,19.5,21.3
3400,10/22/2020,-0.0893,-18.3,-19.6,6.18,6.39,3.63,-44.9,12.3,17.9
3600,10/22/2020,-0.686,-22.4,-41.1,6.37,14.1,-1.99,-57.5,16.1,17.8
4400,10/22/2020,-1.67,-26.2,-76,4.45,16.3,-14.5,-33,15,16
900,10/23/2020,-1.74,-22.5,-45.4,8.69,21.3,-9.86,-66.6,20.1,19.2
2500,10/23/2020,1.53,-17.7,-33.2,12.8,19.2,-1.37,-52.5,20,20.8
3400,10/23/2020,0.643,-17.8,-18.9,7.01,7.46,3.54,-43.3,13.1,18.5
3600,10/23/2020,-1.19,-22.2,-42.7,5.59,13.1,-1.27,-56,15.6,17.6
4400,10/23/2020,-3.49,-27.3,-75.5,10.4,19.1,-19.8,-39.3,16.7,17.5
900,10/24/2020,-1.75,-22.8,-43.8,7.5,20.5,-11.4,-64.2,19.1,18.2
2500,10/24/2020,0.173,-18.3,-32.3,10.2,18.4,-3.3,-60.6,19.1,19.7
3400,10/24/2020,0.88,-17.7,-15.9,7.16,6.98,3.92,-41.9,13.3,19.4
3600,10/24/2020,-0.741,-22.1,-44,5.91,13.8,-3.31,-54.6,15.5,16.9
4400,10/24/2020,-5.07,-25.8,-73.1,6.36,18.3,-16.5,-44.9,10.3,5.2
900,10/25/2020,-2.31,-24.1,-42.6,6.8,19.7,-9.43,-63.6,18.6,17.8
2500,10/25/2020,0.495,-18.5,-33.4,10.7,20.5,-6.41,-61.7,20.6,20.7
3400,10/25/2020,1.01,-19,-13.8,8.67,7.76,-0.146,-41.5,14.7,21.4
3600,10/25/2020,-0.796,-22.8,-43.6,4.53,13.9,-4.33,-54.9,15.3,16.4
4400,10/25/2020,-5.41,-27.6,-68.2,8.36,18.5,-5.6,-41,7.31,-0.613
900,10/26/2020,-3.31,-25.3,-44.7,5.29,16,-7.21,-65.4,17,17.7
2500,10/26/2020,0.486,-19.4,-38.6,11.3,19,-11.1,-61.6,20.7,22.4
3400,10/26/2020,0.655,-19.4,-16.2,9.01,6.94,2.17,-42.7,14.1,21
3600,10/26/2020,-1.58,-23.5,-45,3.36,13.1,-5.9,-54.6,14.3,15.3
4400,10/26/2020,-1.74,-28.3,-72.7,13.6,21.5,4.52,-31.3,14.7,10.7
900,10/27/2020,-3.39,-25.4,-42.5,5.54,17.4,-7.86,-65.1,17.2,17
2500,10/27/2020,0.999,-18.7,-34.6,13.7,20.2,-11.2,-61.6,23.2,26.3
3400,10/27/2020,1.17,-18.7,-16,9.99,8.88,-1.2,-42.1,15.8,22.4
3600,10/27/2020,-1.6,-23.5,-45.4,4.4,13.6,-5.37,-54.5,14.6,15.5
4400,10/27/2020,-3.03,-30.7,-70.5,18.5,25.3,36.4,-16.2,4.03,-13.8
900,10/28/2020,-3.72,-25.6,-43.3,5.44,16.1,-5.27,-65,16,16
2500,10/28/2020,0.727,-19.4,-34.5,16.2,20.6,-5.38,-63.1,22.6,24.6
3400,10/28/2020,1.62,-17.4,-16.8,10.6,9.94,-4.98,-41.2,16.2,22.3
3600,10/28/2020,-1.81,-22.4,-45.3,4.04,13.4,-4.99,-55.2,14.1,14.6
4400,10/28/2020,-5.74,-28.9,-66.8,14.9,20.9,30.3,-28,2.26,-13.3
900,10/29/2020,-3.49,-26.6,-45.6,7.44,14.7,-7.42,-64.3,15.7,16.3
2500,10/29/2020,0.572,-20.2,-35.2,17.9,21.8,-7.71,-64,23.9,26
3400,10/29/2020,0.488,-19.1,-18.4,10.1,8.54,-2.85,-40.9,15.1,21.4
3600,10/29/2020,-2.13,-21.8,-47.6,4.06,12.6,-4.73,-54.6,13.4,14.1
4400,10/29/2020,-3.15,-30.3,-64.3,8.67,22.1,10.2,-23,5.34,-8.63
900,10/30/2020,-2.77,-26.3,-45.8,7.41,14.1,-5.42,-65.6,16.4,18.1
2500,10/30/2020,0.789,-20.3,-35.5,17.6,20.9,-0.583,-64.7,23.5,26.3
3400,10/30/2020,1.18,-19.6,-22.4,11.1,9.96,-2.69,-42.6,16.4,22.6
3600,10/30/2020,-0.843,-22.4,-48.3,5.19,14.5,-4.23,-56.4,15.2,15.9
4400,10/30/2020,-8.12,-31.5,-63.1,-3.11,17.2,28.9,-21.3,3.71,-7.25
900,10/31/2020,0.517,-25.1,-48.6,12.2,22.9,-1.88,-65.8,21.8,21.1
2500,10/31/2020,1.74,-22.2,-35.9,21.9,24.9,7.47,-65.5,26.3,27.8
3400,10/31/2020,2.01,-20.7,-23.8,13.2,13.1,-2.6,-42.8,18.9,24.5
3600,10/31/2020,-0.748,-24.2,-50.6,6.23,15.8,-1.77,-56.6,16,16.1
4400,10/31/2020,-4.55,-34,-61.1,-4.91,19.5,23.1,-20.5,9.98,2.32
900,11/1/2020,0.0807,-26.7,-47,13.9,23.5,-4.54,-65.6,22,21
2500,11/1/2020,0.805,-22.8,-38.3,21.1,25.7,8.99,-64.1,26,26.4
3400,11/1/2020,0.0089,-21.1,-27.2,11.4,13.2,-4.01,-44.7,17.4,21.4
3600,11/1/2020,-1.53,-24,-51.8,6.65,16.5,-2.91,-56.1,16.1,15.8
4400,11/1/2020,-4.02,-33.9,-56.8,-5.81,21.2,23.7,-21.6,15.7,11.4
900,11/2/2020,2.92,-26.1,-43.5,15.5,29.7,-2.43,-63.6,24.7,21.4
2500,11/2/2020,2.04,-22.8,-33,19.8,29,8.74,-62.3,26.7,24
3400,11/2/2020,1.71,-20.7,-26.4,12.5,15.7,-3.33,-42.5,18.8,21.8
3600,11/2/2020,-0.0451,-23.5,-50.9,7.41,17.9,-1.19,-53.6,16.9,16.1
4400,11/2/2020,-3.7,-33.2,-55.9,-12.1,21.5,3.21,-26.5,10,1.84
900,11/3/2020,3.17,-25.2,-45.8,15.5,28.8,0.0433,-63.2,24.1,21.1
2500,11/3/2020,2.17,-23.3,-34.5,18.7,29.5,12.5,-61.2,25.4,21
3400,11/3/2020,1.21,-20.8,-26.1,11.4,15.9,-2.32,-42.2,18.1,20.3
3600,11/3/2020,0.15,-23.1,-49.3,5.66,19.1,-3.31,-51.8,16.2,13.8
4400,11/3/2020,0.171,-34.9,-63.5,-10.2,23.1,-37.9,-30.1,23.1,22.9
900,11/4/2020,2.67,-25.5,-39.1,14.2,30.2,-2.68,-65.1,24.3,20.6
2500,11/4/2020,1.79,-24.5,-31.8,16.7,29.1,10.2,-60.1,24.9,20.4
3400,11/4/2020,0.109,-22.1,-27,10.3,14.2,-2.74,-43.2,16.3,18.5
