State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500,1/30/2022,16.9,6.8,-13.3,25.4,22.8,42.5,-27,26.8,31.8
3400,1/30/2022,19.8,13.3,16.3,35.4,22.7,10.3,-15.5,29.5,36.8
3600,1/30/2022,16.3,12.9,-7.1,32.7,16.6,20.6,-28.4,26.4,36.7
4400,1/30/2022,12.4,-22.3,-11.1,25.4,21.5,17.4,22.8,30.7,40.8
900,1/31/2022,13.9,8.12,13.4,21.2,25,6.52,-32.2,21.9,19.2
2500,1/31/2022,17.7,6.08,-3.43,23.3,24.7,47,-27.7,25.8,27.6
3400,1/31/2022,20.4,12.8,24.5,33.1,22.5,9.9,-13.6,28.6,34.9
3600,1/31/2022,17.7,11.2,-5.18,33.2,18.7,20.9,-23.2,27.3,36.3
4400,1/31/2022,7.69,-23.7,-25.3,17.7,14.6,24.2,-9.56,24,34
900,2/1/2022,15.1,8.26,11,19.6,26.7,10.2,-36,21.8,17.8
2500,2/1/2022,18.8,3.88,-5.29,21.4,26,52.5,-27.9,25.7,25.8
3400,2/1/2022,21.1,13,21.8,32.1,23.4,8.6,-8.29,28.8,34.5
3600,2/1/2022,18.4,10.3,-6.09,31.8,20.1,21.8,-21.2,27.1,34.6
4400,2/1/2022,9.44,-25,-19.6,21.7,16.1,11.4,-0.985,25.2,35.4
900,2/2/2022,15.2,7.53,17.2,19.6,23.1,4.04,-33.2,19.3,16.3
2500,2/2/2022,17.6,3.47,-0.071,18.2,21.7,51.4,-24,22.1,22.8
3400,2/2/2022,21.4,11.2,27,29.1,19.7,7.67,-9,26.2,32.8
3600,2/2/2022,19.8,11.6,1.18,31.6,20.8,22.9,-21.1,27.2,33.8
4400,2/2/2022,12.6,-24.8,-20.9,23.5,12.9,10.8,15.5,21,30.5
900,2/3/2022,15.4,8.62,22.5,18.7,19.2,8.74,-32.5,16.8,15
2500,2/3/2022,18.1,4.65,7.58,17.8,18.1,50.1,-16.8,19.8,21.9
3400,2/3/2022,20.3,11.6,33,25.7,13.4,10.6,-6.12,21.3,29.3
3600,2/3/2022,19.8,9.9,4.2,30.1,17.3,21.2,-16,24.5,31.9
4400,2/3/2022,10.3,-29.2,-30.3,18.7,4.89,23.1,30.8,11.6,20.4
900,2/4/2022,11.7,3.35,20.5,13.2,8.77,10.5,-32.8,8.49,8.76
2500,2/4/2022,14.2,-3.14,12.7,10.2,7.38,41.4,-17.8,11.4,16.2
3400,2/4/2022,17.8,9.28,40.5,20.5,5.2,12.5,-8.84,14.8,24.6
3600,2/4/2022,17.6,7.16,6.69,25.4,11.8,18.4,-15.1,19.1,26.4
4400,2/4/2022,6.56,-35.9,-18.7,10.3,-2.91,-3.4,36.4,-1.99,-0.0692
900,2/5/2022,19.4,13.2,22.2,22.3,24.3,12.6,-33.8,20.4,17.6
2500,2/5/2022,23.6,6.93,17.9,22.1,24.2,41.1,-13,26,28.1
3400,2/5/2022,25.3,18.7,49,31.4,18.2,15.8,-8.67,26.6,34.9
3600,2/5/2022,21.3,9.03,17.4,27.9,19.7,20,-14.7,24.1,28.4
4400,2/5/2022,13.5,-21.6,-7.15,17.6,12.6,-5.25,48.3,10.8,9.95
900,2/6/2022,21,18.4,23.7,21.3,28.7,9.76,-31.9,22.9,18.6
2500,2/6/2022,27.8,10.9,24.6,25.3,32.5,35.3,-10.9,31.9,31.1
3400,2/6/2022,27.4,20.9,55.4,31.9,22.3,16.4,-1.28,28.8,35
3600,2/6/2022,22,9.2,20.5,27.5,22.4,15.9,-11.3,25.2,27.7
4400,2/6/2022,14.3,-15.5,2.57,17,20.7,-14.7,42.8,16.2,12.6
900,2/7/2022,20.8,18.9,17.6,21.1,27.8,9.83,-31.9,23.1,19.6
2500,2/7/2022,27.4,8.63,18,25.8,32.5,32.9,-12.6,32.8,33.3
3400,2/7/2022,26.2,17.7,49.8,31.9,21,15.6,-1.94,27.8,34.5
3600,2/7/2022,20.9,8.07,17,26.3,21.1,17,-11.6,24.1,26.8
4400,2/7/2022,17.7,-20.5,3.54,23,19.6,-20.1,49.8,18.9,19.1
900,2/8/2022,19.6,17.1,17.7,22.2,28.1,8.85,-30,24.1,21.1
2500,2/8/2022,25.6,7.45,20.3,26.9,32.1,26.8,-14.1,31.6,30.9
3400,2/8/2022,25.3,16.2,52.8,32.3,21.7,15.6,-3.51,28.2,34.4
3600,2/8/2022,20.1,6.09,17.6,28.1,21.1,16.3,-11,24.7,28
4400,2/8/2022,14,-22.2,7.06,23,19.7,-30.7,55.2,21.4,23.3
900,2/9/2022,19.1,15.1,14.4,22.5,29.8,14.5,-32.1,25.4,22
2500,2/9/2022,25,5.36,14.8,27.8,35,18.2,-12.6,32.9,30.3
3400,2/9/2022,24.3,14,48.5,33.1,23.7,17.6,-4.98,29,33.8
3600,2/9/2022,18.5,4.31,13.3,27.4,20.6,13.1,-11.7,24,27
4400,2/9/2022,9.84,-25.8,-9.63,16.5,21.5,-27.9,42.9,19.8,18.9
900,2/10/2022,16.3,12.3,7.94,21,26,11.4,-30.9,22.2,19.2
2500,2/10/2022,21.3,2.63,8.68,25,31.7,16.1,-20.7,30.1,28.1
3400,2/10/2022,23.1,11.5,46.8,33.3,24.7,15.9,-8.12,29.8,34.5
3600,2/10/2022,16.4,3.38,10.6,27.6,22.2,11.6,-16.9,24.5,26.5
4400,2/10/2022,6.52,-23.9,-11.5,16.8,17.1,-37.6,26.7,16.6,17.1
900,2/11/2022,16.7,13.4,4.91,24.2,24.6,9.17,-30.6,24,23.6
2500,2/11/2022,21.6,6.19,4.69,28.7,32.2,23.8,-15.1,30.8,29.2
3400,2/11/2022,23.6,12,43.8,37.4,23.9,20.3,-6.07,30.5,36.8
3600,2/11/2022,17.4,4.77,6.92,30.9,23.3,15.2,-15.5,26.5,29.3
4400,2/11/2022,5.81,-19.9,-5.31,20.7,13.1,-24.4,24.2,17,21.5
900,2/12/2022,19.8,17.1,3.47,30.7,28.1,14.9,-30.8,29.3,30.5
2500,2/12/2022,20.8,8.77,0.656,30.3,31.7,22.2,-15.8,31,30.2
3400,2/12/2022,25.6,13.3,41.3,41.6,27.9,26.4,-2.33,34.3,40.5
3600,2/12/2022,19.3,7.63,1.32,36.1,27.1,20,-12.4,30.7,34.1
4400,2/12/2022,10.8,-13.7,-9.27,26.4,13.1,-23.1,28.5,18.3,24.3
900,2/13/2022,18.8,15.4,4.77,28.3,25.8,20.4,-30.6,25.9,26
2500,2/13/2022,18.2,7.12,-2.85,27.8,29.9,18.7,-20.7,29,28.1
3400,2/13/2022,23,11.6,40.3,37.5,24.7,26.1,-2.32,30.7,36.7
3600,2/13/2022,17.5,5.57,2.41,33.3,24.8,23.5,-10,27.9,30.9
4400,2/13/2022,10.1,-15.2,-26.4,31.5,9.45,2.66,34.3,18.1,27.4
900,2/14/2022,18.6,16.9,5.36,27.5,25.2,24.8,-30,24.8,24.3
2500,2/14/2022,17.6,8.75,-5.28,27.4,25.9,12.7,-19.6,27.4,29.3
3400,2/14/2022,22.8,12.9,43.7,34.7,22.9,27.9,-0.792,28.8,34.8
3600,2/14/2022,16.4,4.85,1.75,30.6,22,19.5,-7.34,25.6,29.1
4400,2/14/2022,8.9,-12.6,-28.3,24.7,10.4,8.04,58.2,17.1,24.8
900,2/15/2022,19.5,19.2,7.78,26.1,24.9,28.7,-30.2,24.3,23.7
2500,2/15/2022,18.8,9.18,-6.11,26.4,25.3,20.1,-19.3,28.4,32.3
3400,2/15/2022,22.7,15,44.1,31.7,21.2,27.6,-2.29,26.7,32.2
3600,2/15/2022,16.7,7,4.75,28.2,20.6,20.2,-6.17,24.2,27.7
4400,2/15/2022,15.7,-10.8,-16.6,19.7,12.4,23.3,32.6,19.5,27.5
900,2/16/2022,20.1,21.5,5.94,25.4,25.4,33.5,-26.7,23.6,22
2500,2/16/2022,19.6,8.03,-5.79,26.6,24.9,29.8,-20.9,28.4,32.7
3400,2/16/2022,23.2,17.6,46.6,31.3,20.9,24.4,3.14,26,31.1
3600,2/16/2022,17.4,6.4,5.78,27.8,20.7,22.4,-3.94,24.3,27.7
4400,2/16/2022,21.1,-1.69,-10.3,20.7,14.5,37.2,55.7,21.7,29.8
900,2/17/2022,21.7,23.3,9.48,26.8,26.7,35.2,-28.6,25.2,23.7
2500,2/17/2022,20.1,6.36,-5.48,26.5,26.2,34.7,-17.7,28.8,32.1
3400,2/17/2022,24,18.4,48.1,30.9,21.3,25.3,3.83,25.2,29.2
3600,2/17/2022,18.8,6.77,5.76,26.5,21.4,23.7,-2.52,24.2,26.9
4400,2/17/2022,22.8,-0.714,2.52,19.1,14.8,40,36,23.5,33.2
900,2/18/2022,25.8,27.7,18.4,27.2,32,49.8,-26.4,26.5,21.9
2500,2/18/2022,22.3,5.02,-6.5,26.2,25.4,41.6,-16.8,29.1,33.8
3400,2/18/2022,23.7,18.2,49.5,25.8,18.4,25.1,4.02,20.7,23.3
3600,2/18/2022,19.9,5.77,7.01,22.8,20.1,26.9,0.145,22.1,24.1
4400,2/18/2022,29.3,-1.27,-6.89,13.4,15,62,42.4,27.8,42.3
900,2/19/2022,17.1,21.9,18.8,18.7,18.1,26.7,-27.5,17.9,17.4
2500,2/19/2022,20.3,7.46,-5.57,23.8,16.8,41.2,-10.8,24.3,33.5
3400,2/19/2022,20.9,22.2,52.6,24.3,10.8,17.4,-0.533,17.7,24.4
3600,2/19/2022,16.6,4.57,7.75,18.5,12.9,18.4,-1.81,17.2,21.3
4400,2/19/2022,22,-0.997,-20.4,7.86,14,27.6,14.6,22.3,31.3
900,2/20/2022,18.4,26.9,20.6,22.6,16.9,23.7,-21.4,19.7,21.8
2500,2/20/2022,21.4,9.82,-5.94,25.7,13.3,48.7,1.41,23.7,36
3400,2/20/2022,23.4,29.7,53.4,29.9,11.4,19.4,-2.57,21.1,30.3
3600,2/20/2022,17.4,6.6,3.98,20.5,12.5,19.5,-2.81,19.1,24.9
4400,2/20/2022,27.9,5.93,-11.1,5.79,15.2,8.82,30.2,33.6,51.6
900,2/21/2022,27.7,39.5,25.1,31.7,27.5,43.7,-17.2,29.5,30.7
2500,2/21/2022,24.8,17.1,-2.9,34.9,19.8,43.1,-8.24,29.8,41.3
3400,2/21/2022,24.9,28.2,48.4,31.6,12.5,27.2,4.49,22.7,32.1
3600,2/21/2022,20.9,13.2,6.49,27.3,14.9,25.9,-2.61,23.2,30.6
4400,2/21/2022,35.1,1.87,-8.34,27.8,15.2,77,50.6,46.7,82
900,2/22/2022,18.5,33.2,14.2,27.2,19,13.9,-21.6,24.2,28.3
2500,2/22/2022,20.4,15.5,-13.2,29,15.9,46,-2.76,26.3,38.4
3400,2/22/2022,23,35.7,42.2,36.6,13.8,15.2,-5.66,26,37.7
3600,2/22/2022,16.1,11.8,2.19,22.4,14.8,16.1,-7.6,21.2,27.1
4400,2/22/2022,21.1,9.9,-6.74,12.6,13.9,3.65,17.6,31.7,49.1
900,2/23/2022,18.2,35.9,14.1,28.8,17.9,5.58,-24.9,25.2,31.1
2500,2/23/2022,20.7,22.1,-8.71,32.4,16.8,36,-6.97,27.3,39.5
3400,2/23/2022,22,35.2,34.1,38.3,13.1,15.5,-7.5,27,40.3
3600,2/23/2022,15.8,17,-1.55,24.4,13.9,12.3,-8.7,22.3,30
4400,2/23/2022,22.9,6.28,-5.11,17.5,9.14,-13.9,76.3,30.9,51.7
900,2/24/2022,19.1,38.1,9.95,30.6,22.4,3.01,-20.9,28.8,33.9
2500,2/24/2022,23.5,30,-4.74,38.2,22.4,32.3,-6.52,32.4,44.4
3400,2/24/2022,22.5,37.1,28.3,40.9,14.1,14.9,-8.74,29.4,44.2
3600,2/24/2022,17.3,22.5,1.8,29.2,15.5,10.7,-10.4,25.6,35
4400,2/24/2022,24.4,6.67,-19.3,22.1,15.4,-7.07,95.4,36.9,57.5
900,2/25/2022,16.5,36.8,2.07,28.4,21.5,-0.718,-20.6,26.4,30.2
2500,2/25/2022,18.7,27.1,-3.88,37,18.5,20.3,-8.75,27.7,38.6
3400,2/25/2022,22.8,35.7,23,42.3,16.2,15.3,-8.77,31.4,46.1
3600,2/25/2022,17.1,25.9,6.69,31.9,16.7,8.86,-12.9,26.9,36.5
4400,2/25/2022,22.8,-5.72,-17,29.3,14.1,-23.6,104,39.3,63.4
900,2/26/2022,19.2,46.1,-1.99,33.1,24.2,-0.212,-19.2,29.8,34.1
2500,2/26/2022,18.1,29.7,-4.71,38.2,22.1,14.1,-16.1,29.5,38.2
3400,2/26/2022,24.2,36.4,17.7,46.7,19.4,16.2,-5.51,34.7,49.4
3600,2/26/2022,17.6,32,9.26,36.1,17.2,6.94,-12.7,29.5,41
4400,2/26/2022,17.3,-6.99,-0.924,38.4,10.2,-21,95.1,35.6,59.8
900,2/27/2022,18.6,46,-9.31,33.2,25.4,-2.42,-23.3,31.2,35.7
2500,2/27/2022,17.9,32.5,-5.2,40.6,24.3,9,-19.9,30.9,38.6
3400,2/27/2022,23.4,32.5,10.3,47.7,20.4,13.4,-3.14,35.1,49.4
3600,2/27/2022,18,34.9,9.37,38,18.5,3.3,-9.49,30.3,41.6
4400,2/27/2022,13.1,-13.4,-2.41,42.3,10.7,-9.54,92.5,26.5,43.5
900,2/28/2022,18.9,40.8,-3.81,30.9,23,0.99,-22.4,28.4,32.6
2500,2/28/2022,20.4,29.7,6.79,41.4,25.5,12.2,-12.5,31.5,38.4
3400,2/28/2022,24.4,27.4,16.3,46,19.4,15.8,0.156,33.9,47.9
3600,2/28/2022,19.2,32.8,13.8,38,17,8.37,-9.35,29,40.3
4400,2/28/2022,17.1,-7.27,-10.1,38.4,6.4,-13.8,101,25.2,44
900,3/1/2022,18.5,37,-4.4,27.6,19.1,5.12,-18.3,24.9,29.3
2500,3/1/2022,18.5,26.9,7.93,36.6,19.6,9.85,-10.9,25.2,31.8
3400,3/1/2022,25.2,24.9,15.6,44.9,20.5,17.9,3.35,33.3,45.6
3600,3/1/2022,19.7,31.5,9.58,37.1,17.4,7.38,-7.54,28.8,39.6
4400,3/1/2022,18.2,-1.96,-18.5,35,6,5.93,120,23.5,40.6
900,3/2/2022,20.5,34.4,-0.0502,28.7,21.5,9.02,-13.9,26.8,30.8
2500,3/2/2022,19.9,22.8,10.2,36.2,20.3,11.9,-3.28,25.7,31.9
3400,3/2/2022,27.5,25.5,25.7,43.1,20.5,18.8,2.57,33,44.9
3600,3/2/2022,20.7,27.8,15.1,35.1,17.2,9.91,-8.41,27.4,36.9
4400,3/2/2022,16,3,-23.7,36,9.84,7.47,42.7,26.9,43.3
900,3/3/2022,18.7,33.3,4.28,24.3,11.8,8.31,-14,20.2,26.9
2500,3/3/2022,17.6,17,10.4,28.5,12.7,14.9,-3.93,18.7,25.5
3400,3/3/2022,27.2,25.7,33.8,40.8,16.7,19.7,5.83,29.5,41.8
3600,3/3/2022,19.8,23.3,16.3,29.2,12.4,12.6,-2.14,22.4,31.7
4400,3/3/2022,9.34,-27.5,-16,31.7,2.92,0.639,41.2,17.3,31.1
900,3/4/2022,22.2,30.9,11.1,25.9,16.4,18.6,-19.8,24.1,30.2
2500,3/4/2022,23.9,15.7,11.9,33.2,21.2,23.4,-4.43,26.1,31.6
3400,3/4/2022,26.6,22.3,40.9,38.6,16.7,18.8,5.6,28.5,39.7
3600,3/4/2022,20.3,18.4,17.3,26.7,14.5,12.9,-2.01,22.5,29.9
4400,3/4/2022,15.5,-15.3,-13.6,26.9,8.74,26.5,33.5,21.8,34.4
900,3/5/2022,21.9,24.7,17.3,24.2,14.2,16.1,-17.6,22.4,28.9
2500,3/5/2022,23.6,13,19.7,30.5,19.8,25.1,-2.76,24.6,30
3400,3/5/2022,25.6,18.8,47.5,35.1,14.9,18.6,2.04,26.2,36.9
3600,3/5/2022,20.6,14.1,21.5,23.4,14.6,13.8,-1.77,20.8,26.4
4400,3/5/2022,20.4,-6.85,-13.8,18.7,11.6,33.9,53.3,24.3,35.9
900,3/6/2022,22.2,19.4,22.1,21.8,13.2,17,-17.2,21.1,27.3
2500,3/6/2022,23.3,7.66,22.1,27.7,20.2,20.6,-2.87,23.3,26.7
3400,3/6/2022,25.2,15.2,56.3,30.5,13.5,18.9,2.17,23.4,32.8
3600,3/6/2022,20.8,10.3,25.2,19.3,14.1,14.5,-0.377,18.7,22.6
4400,3/6/2022,21.1,-2,-22.8,19.6,11,23.2,73.5,21.9,32
900,3/7/2022,22.3,21.5,19.8,23.3,14.2,14.8,-17.4,22.2,28.7
2500,3/7/2022,22.2,9.61,18,26.4,19,18.8,-3.96,22,25.2
3400,3/7/2022,25.4,16.7,54,31.3,13.6,18.6,2.94,24.3,34.3
3600,3/7/2022,21.3,10.3,22.1,19.7,15,14.2,2.86,19.4,23.3
4400,3/7/2022,17.4,-6.01,-32.4,14.3,13.6,49.8,79.9,21.2,28.1
900,3/8/2022,22.3,21.6,19.9,24.2,17.2,16.2,-18,23.6,28.8
2500,3/8/2022,23.9,8.55,21.4,29.6,24.6,23.8,2.17,27.1,29.6
3400,3/8/2022,25.7,17,59.9,31.7,14,16.7,2.46,24.6,34.5
3600,3/8/2022,22.3,10.8,25.4,20.5,15.4,16.1,3.94,20.1,24.1
4400,3/8/2022,16.5,-8.74,-35.5,14.9,18.1,-1.61,77.3,24.7,30.4
900,3/9/2022,19.9,21.6,17.9,20,13.4,15.2,-15.8,18.9,23.3
2500,3/9/2022,21.4,7.89,16.6,22.9,20.7,29.8,4.1,22.4,24
3400,3/9/2022,23.6,16.5,56.2,30,13.2,15.8,3.97,22.8,31.9
3600,3/9/2022,21,9.19,20.8,19.2,14.9,17.4,5.96,19.4,23.1
4400,3/9/2022,10.4,-12.6,-29.4,10,15.2,4.28,71.1,18.1,20.6
900,3/10/2022,23.2,22,21.3,25,21.3,18.4,-16,25,27.9
2500,3/10/2022,22.9,10.4,10.3,25.9,23.6,29.1,4.71,25.8,27.9
3400,3/10/2022,24.8,17,54.9,32,17.1,15.8,4.16,25.9,34
3600,3/10/2022,21.9,10.4,21,22.6,18.9,17.1,4.91,22.7,25.9
4400,3/10/2022,16.2,15.3,-46.7,18.5,21.1,26.1,73.6,25.5,29.5
900,3/11/2022,24.8,25.4,18.6,26.3,24.6,14,-3.37,27,28.9
2500,3/11/2022,21.5,13,5.42,22.9,22,29.5,8.29,24.1,26.1
3400,3/11/2022,25.7,19.6,51.7,33.5,19.4,16.3,5.44,26.9,33.9
3600,3/11/2022,23.1,12,17,25.7,21.1,18.6,7.33,25.1,28.5
4400,3/11/2022,13.9,13.3,-45.5,28.6,23.1,13.4,96.1,29.7,36.1
900,3/12/2022,24.7,26.2,18,23.4,25.8,17.8,-5.79,26.4,27
2500,3/12/2022,21.8,12.8,-2.3,22.2,21.6,33.1,7.13,23.4,25.2
3400,3/12/2022,24.5,18.6,48.7,30.1,18,17.4,10.7,23.9,29.3
3600,3/12/2022,22,11,12.6,24.9,19.5,20.3,7.88,23.8,27.4
4400,3/12/2022,11.4,8.13,-38.1,37.6,23.1,16.2,117,33.7,44.8
900,3/13/2022,26.4,28.5,20.2,26.1,29.6,21.2,-1.73,28.7,28
2500,3/13/2022,22.9,13.9,-2.01,22,21.2,40,8.83,24.2,27.3
3400,3/13/2022,24.9,19.9,44.8,31.7,19,16.8,11.7,24.8,30.2
3600,3/13/2022,21.9,11.5,9.96,26.7,19.8,18.4,4.61,24.5,28.5
4400,3/13/2022,10.7,11.1,-48.3,44.4,23.9,24.2,103,37.7,52
900,3/14/2022,27.2,28.3,26.7,25.4,29.7,25.1,1.11,28.9,28.2
2500,3/14/2022,23.3,13.3,3.97,23.2,21.3,40.2,9.15,25.1,29.2
3400,3/14/2022,25,19.8,47.4,32.8,19.3,18.1,10.9,25.2,30.8
3600,3/14/2022,21.7,11.8,11.5,27.1,20.1,19.2,1.2,25.1,29.5
4400,3/14/2022,11.2,13,-57.2,49.1,23.3,18.9,103,38.4,54
900,3/15/2022,29.5,30.4,32.2,27.3,31.6,29.8,-1.96,31,30.5
2500,3/15/2022,22.9,13.8,4.03,23,20.6,37.7,1.54,25.5,30.7
3400,3/15/2022,24.6,20.4,44.4,32.4,19.1,16.3,10.5,25,30.6
3600,3/15/2022,21.4,11.2,12.7,27.5,20,18.5,-0.752,25.5,30.3
4400,3/15/2022,13.1,12.3,-53.7,54.7,22.9,41.4,111,39,55.3
900,3/16/2022,30.6,32,33.6,31.4,34.4,31.6,-6.02,34.2,34.1
2500,3/16/2022,24.1,14.5,10.5,26.6,22.2,31.2,-2.84,28.9,36.1
3400,3/16/2022,25.5,21.7,45.1,33.9,20.8,15.7,9.14,26.7,32.2
3600,3/16/2022,22.4,12.8,18.4,29.9,21.3,18.4,0.289,27.1,32.3
4400,3/16/2022,16.7,10.8,-49.6,62.9,23.5,23.6,140,44.9,66.9
900,3/17/2022,28.8,32.4,32.5,29.1,32.8,30.3,-9.06,31.9,31.2
2500,3/17/2022,23.2,13.7,14.8,26.2,20.8,30.9,0.745,27.8,35.5
3400,3/17/2022,24.2,21.1,45.7,31.7,18.9,15.1,4.72,25.3,31.3
3600,3/17/2022,21.1,12.4,17.4,26.7,19.6,16.6,-1.55,25.2,30.1
4400,3/17/2022,13.8,6.93,-45.6,63.8,21.6,-3.05,123,45.4,69.9
900,3/18/2022,27.4,31.7,39.1,28,29.1,33.5,-12.5,30,30.7
2500,3/18/2022,23.4,14.5,19.7,27.1,19.1,30.5,-3.72,27.6,36.8
3400,3/18/2022,23.6,21.9,48.2,31,16.1,14.8,5.64,24.2,31.7
3600,3/18/2022,20.6,13.1,18.6,24.9,16.3,16.8,-4.3,23.3,29.4
4400,3/18/2022,13.9,6.72,-48,55.6,15.6,-0.767,114,36.9,58.3
900,3/19/2022,28.7,33.1,35.8,31.8,31,30.7,-7.95,32.4,33.4
2500,3/19/2022,25.5,16,27.8,31.2,20.7,33.6,-1.63,33.4,46.6
3400,3/19/2022,25.3,24.5,51.4,35,18.2,13.3,4.71,28.3,37.4
3600,3/19/2022,22,14.2,19.1,27.3,18.1,18.5,-2.65,26.2,33.1
4400,3/19/2022,13.1,5.54,-54.9,51.2,14.6,-23.7,57,36.5,57.9
900,3/20/2022,27.1,32.4,32.1,30.1,30,28,-6.7,31.2,32.1
2500,3/20/2022,24.9,15.9,24.2,32.2,20.1,33.3,0.278,33.9,48.4
3400,3/20/2022,24.7,24.7,50.3,33.7,17.7,14.7,3.78,28.3,37.7
3600,3/20/2022,22.2,15.1,18.2,27.2,17.9,22.8,-1.09,26.6,34.2
4400,3/20/2022,11.3,1.27,-48.4,47,14.7,-22.5,82.8,32.5,49.8
900,3/21/2022,27.2,31.7,25.3,32.9,30.2,29.8,-9.18,32.3,33.8
2500,3/21/2022,24.3,16.3,21.1,31.4,20.1,32.1,0.948,34,48.6
3400,3/21/2022,24.7,24.1,46.3,34.2,18.2,15.7,2.89,28.9,38.5
3600,3/21/2022,22,15.4,20.8,29.4,18,23,-4.14,27.2,35.1
4400,3/21/2022,13.8,-2.38,-19,51.1,15.6,-39.3,45.4,35,53
900,3/22/2022,26.1,30.4,24.4,33.1,30.9,25,-8.54,32.1,32.9
2500,3/22/2022,25.3,17.5,21.5,34.5,20.9,38.2,-0.829,34.6,48.8
3400,3/22/2022,24.3,22.9,48.5,34.9,17.8,16.9,0.329,29.1,39.2
3600,3/22/2022,22.5,16.2,19.4,30.7,18.1,24.9,-2.23,27.7,35.9
4400,3/22/2022,11.6,-4.53,-37,53.5,12.2,-46.4,29.5,34.9,56.7
900,3/23/2022,25.7,28.6,24.6,30.7,31,26.2,-6.74,31.7,32.2
2500,3/23/2022,24.5,15.5,18.5,35,20.4,41.5,-3.71,33.8,47.9
3400,3/23/2022,23.9,22.3,49,35,17.4,19.9,0.646,29.1,39.4
3600,3/23/2022,21.7,16.5,17.2,28.7,17.8,23.8,-2.29,26.9,34.7
4400,3/23/2022,10.9,-4.96,-36.6,45.1,11.9,-45.4,70.8,29.3,46
900,3/24/2022,24.2,27.7,23.6,30.1,28.5,24.8,-4.51,30.8,32.5
2500,3/24/2022,22.5,12.7,17,34,18.8,42.8,-5.38,31.3,44.2
3400,3/24/2022,23.3,21,47.4,35.8,16.9,18.8,2.47,28.8,39.2
3600,3/24/2022,21.4,15,17.6,29.9,17.3,25.8,-0.438,27.1,35.4
4400,3/24/2022,10.3,-3.49,-25.6,36.9,11,-46.1,63.8,23.7,35.8
900,3/25/2022,25,27.6,16,31.8,29.1,27.5,-4.31,31.1,32.5
2500,3/25/2022,20.8,11.9,7.72,34.6,19.6,37.8,-6.88,30,40.5
3400,3/25/2022,23.5,19.9,44.6,36.4,17.5,18.3,1.32,29.3,39.7
3600,3/25/2022,21,14.6,16.4,31.2,17.5,27.5,-0.314,26.9,34.8
4400,3/25/2022,10.1,-1.2,-14,30,10.2,-43.1,43.7,22,33.3
900,3/26/2022,24.5,27.9,19.4,32.8,29.9,27.3,-10.9,31,31.8
2500,3/26/2022,18.9,12.2,2.3,34.3,18.9,35,-5.72,25.7,32.5
3400,3/26/2022,23.2,19.4,41.7,36.9,17.9,16.3,-0.924,29.4,39.4
3600,3/26/2022,21.1,15.9,18.6,31.6,18,25.9,-1.1,26.7,33.9
4400,3/26/2022,11.3,3.2,9,21.4,9.41,-43.3,65.8,16.1,22.4
900,3/27/2022,24.3,29.4,21.2,34,30.5,29,-16.1,31,31.3
2500,3/27/2022,17.4,12.6,5.77,35.1,19.3,34.2,-10.2,23.9,28.3
3400,3/27/2022,23.1,18.8,42.5,38.2,18.7,15.5,-1.78,29.6,39.2
3600,3/27/2022,20.4,15.7,21.1,31,17.7,22.7,-1.79,26.1,33.1
4400,3/27/2022,11,3.82,42.7,18.9,9.1,-50.8,63.6,17.2,24.5
900,3/28/2022,23.4,29.3,19.8,30.2,30.7,27,-14.8,29.9,29.4
2500,3/28/2022,17.5,13,6.34,34.9,19.5,37.2,-12.2,23.2,26.6
3400,3/28/2022,22.4,19,42.1,36.8,18.5,16.3,-2.18,28.3,36.9
3600,3/28/2022,19.7,14.8,16.6,28.9,17.7,22.8,-0.13,25.5,32.1
4400,3/28/2022,7.88,5.31,18.1,10.8,9.95,-41.4,53.3,13.2,15.9
900,3/29/2022,21.3,27.8,16.5,28.4,29,24.1,-16.1,27.8,27.1
2500,3/29/2022,17.4,12.5,1.94,33.7,19.2,33,-5.97,23.6,27.8
3400,3/29/2022,22.1,19.2,38.7,35.8,18.7,17,-0.979,27.4,35.2
3600,3/29/2022,18.6,14.4,15.5,27,18.1,19.4,-2.58,24.4,29.7
4400,3/29/2022,9.02,7.59,41.1,10.2,14.8,-25.1,62.7,13.5,12.6
900,3/30/2022,21.9,29.6,15,29.7,31.4,21.8,-13.2,28.9,27.1
2500,3/30/2022,17.7,13.7,-0.305,33.1,20.3,33.2,-5.91,23.5,26.6
3400,3/30/2022,22.5,19.2,38.6,35.8,20.2,16.8,1.61,28,35
3600,3/30/2022,18.8,13.7,14.4,28.4,18.8,19.3,-1.41,25.1,30.4
4400,3/30/2022,10.5,10.3,42.1,11.9,16.5,-20.7,25.1,17.9,19.3
900,3/31/2022,23.3,28,15.6,29.9,32.5,23.8,-13.2,29.2,27
2500,3/31/2022,19.5,15.3,5.72,32.4,21,32.2,-7.3,24.2,27.2
3400,3/31/2022,23.5,20.1,41.9,35.1,20,19,1.58,27.7,34.6
3600,3/31/2022,19.3,15,11.5,28.5,18.8,17.7,-3.37,25.1,30.4
